,管轄署,種別,日時,場所,状況,特徴,住所,address,count,color,都道府県コード,都道府県名,都道府県名カナ,都道府県名ローマ字,市区町村コード,市区町村名,市区町村名カナ,市区町村名ローマ字,大字町丁目名,大字町丁目名カナ,大字町丁目名ローマ字,小字・通称名,緯度,経度
240,松山東署管内,声かけ,令和4年4月23日(土)午前0時ころ,松山市本町一丁目の路上,女性が歩行中、車に乗った2人組の男から「お姉さん1人?」などと声を掛けられ、無視すると、交差点をUターンするなどして再度追いかけてきて、執拗に声を掛けられたもの。,20~40歳位、バンタイプの黒色自動車利用,松山市本町一丁目の,松山市本町一丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,本町一丁目,ホンマチ 1,HOMMACHI 1,,33.841662,132.75844
241,松山東署管内,つきまとい,令和4年4月22日(金) 午後3時50分ころ,松山市石手四丁目の路上,小学生男児が徒歩で帰宅中、すれ違った男から、両手を前に出した格好で歩いてつきまとわれたもの。,50~70歳位、やせ型、身長180センチ位、白色短髪、黒色上衣、黒色ズボン、深緑色キャップ帽・長めのシルバーネックレス着用、徒歩,松山市石手四丁目の,松山市石手四丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,石手四丁目,イシテ 4,ISHITE 4,,33.844043,132.792009
242,松山東署管内,声かけ,令和4年4月22日(金) 午後3時50分ころ,松山市畑寺二丁目の路上,男児が親族と一緒にバスを待っていたところ、女から「そんなことしよったらお父さんが」等と声を掛けられ、抱っこをするように両手を差し出されたもの。,50~70歳位女性、小肥、身長160センチ位、ボブ風茶色ショートカット、えんじ色半袖Tシャツ、黒色スウェット様長ズボン、帽子・メガネ・マスクなし、徒歩,松山市畑寺二丁目の,松山市畑寺二丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,畑寺二丁目,ハタデラ 2,HATADERA 2,,33.83093,132.799445
243,西条署管内,不審者,令和4年4月22日(金)午後3時50分ころ,西条市大町の路上,男が、数メートル進んでは数秒立ち止まるという行為を何度も繰り返しながら路上を歩いていたもの。,20歳位、中肉、身長170センチ位、坊主が少し伸びた黒髪、上下黒色ジャージ(ズボンに白色ライン入り)、白色マスク着用、徒歩,西条市大町の,西条市大町,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,大町,オオマチ,OMACHI,,33.911624,133.189252
244,西条署管内,不審者,令和4年4月22日(金)午後3時50分ころ,西条市大町の路上,男が、数メートル進んでは数秒立ち止まるという行為を何度も繰り返しながら路上を歩いていたもの。,20歳位、中肉、身長170センチ位、坊主が少し伸びた黒髪、上下黒色ジャージ(ズボンに白色ライン入り)、白色マスク着用、徒歩,西条市大町の,西条市大町,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,大町,オオマチ,OMACHI,福森,33.912953,133.188923
245,松山南署管内,つきまとい,令和4年4月22日(金)午前9時45分ころ,松山市福音寺町の路上,女性が子供を連れて歩行中、車に乗った何者かに何度も付近を走行されたもの。,白色自動車利用,松山市福音寺町の,松山市福音寺町,1,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,福音寺町,フクオンジマチ,FUKUONJIMACHI,,33.821822,132.790842
246,今治署管内,不審者,令和4年4月22日(金)午前7時ころ,今治市喜田村一丁目の路上,車に乗った男が、歩行中の児童を車内から凝視していたもの。,中年、白色の軽四自動車利用,今治市喜田村一丁目の,今治市喜田村一丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38202.0,今治市,イマバリシ,IMABARI SHI,喜田村一丁目,キタムラ 1,KITAMURA 1,,34.045455,133.018533
247,西条署管内,身体露出,令和4年4月21日(木) 午後4時ころ,西条市下島山の路上,小学生女児が歩行中、後方から徒歩で近づいてきた男が前方に立ちはだかり、ズボンのチャック部から露出させていた下半身を見せつけてきたもの。,20~30歳位、中肉、身長160~170センチ位、黒色短髪、黒色長袖上衣、黒色長ズボン、メガネ・マスク・髭なし、徒歩,西条市下島山の,西条市下島山,0,orange,,,,,,,,,,,,,,
248,西条署管内,身体露出,令和4年4月21日(木) 午後4時25分ころ,西条市下島山の路上,男が、ズボンから下半身を露出させ、路上を歩いていたもの。,上下黒色の服、徒歩,西条市下島山の,西条市下島山,1,orange,,,,,,,,,,,,,,
249,松山西署管内,声かけ,令和4年4月20日(水) 午後5時20分ころ,松山市吉野町の路上,女子中学生が自転車で移動中、徒歩の男に自転車の荷台部分を掴まれ、意味不明な言葉を掛けられたもの。,60歳以上、やせ型、身長160~170センチ位、白色短髪、緑色トレーナー、灰色ジャージ、徒歩,松山市吉野町の,松山市吉野町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,吉野町,ヨシノチョウ,YOSHINOCHO,,33.862179,132.733365
250,四国中央署管内,写真撮影,令和4年4月20日(水) 午前7時40分ころ,四国中央市川之江町の路上,女子中学生2名が歩行中、徒歩の男から携帯電話を向けられたもの。男は、女子中学生らの他にも通行人や車を携帯電話で写真撮影している様子であった。,50歳位、やせ型、黒色短髪、紫色上着、黒又は灰色ズボン、クリーム色キャップ帽、徒歩,四国中央市川之江町の,四国中央市川之江町,1,lightred,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,川之江町,カワノエチョウ,KAWANOECHO,,34.014304,133.579682
251,四国中央署管内,写真撮影,令和4年4月20日(水) 午前7時40分ころ,四国中央市川之江町の路上,女子中学生2名が歩行中、徒歩の男から携帯電話を向けられたもの。男は、女子中学生らの他にも通行人や車を携帯電話で写真撮影している様子であった。,50歳位、やせ型、黒色短髪、紫色上着、黒又は灰色ズボン、クリーム色キャップ帽、徒歩,四国中央市川之江町の,四国中央市川之江町,1,lightred,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,川之江町,カワノエチョウ,KAWANOECHO,塚田,34.000158,133.566627
252,四国中央署管内,写真撮影,令和4年4月20日(水) 午前7時40分ころ,四国中央市川之江町の路上,女子中学生2名が歩行中、徒歩の男から携帯電話を向けられたもの。男は、女子中学生らの他にも通行人や車を携帯電話で写真撮影している様子であった。,50歳位、やせ型、黒色短髪、紫色上着、黒又は灰色ズボン、クリーム色キャップ帽、徒歩,四国中央市川之江町の,四国中央市川之江町,1,lightred,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,川之江町,カワノエチョウ,KAWANOECHO,横田,34.003925,133.565172
253,松山南署管内,身体接触,令和4年4月19日(火) 午後8時30分ころ,松山市市坪北二丁目の路上,男子高校生が友人と自転車で移動中、対面にいた車に乗車中の男に車の窓から出してきた手で右肩を掴まれ、「コラッ。」と言われ、5分位後をつけられたもの。,30~40歳位、中肉、身長170センチ位、白髪混じりの短髪、黒色上衣、白色の普通乗用自動車利用,松山市市坪北二丁目の,松山市市坪北二丁目,0,身体接触,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,市坪北二丁目,イチツボキタ 2,ICHITSUBOKITA 2,,33.812759,132.750904
254,新居浜署管内,身体露出,令和4年4月19日(火) 午後7時30分ころ,新居浜市庄内町六丁目の河川敷,全裸の男が、河川敷を歩いていたもの。しばらくすると、男は、付近にいた女子高校生に何かを叫びながら走り出した。,30~60歳位、中肉、身長160~170センチ位、短髪、全裸、裸足、メガネなし、徒歩,新居浜市庄内町六丁目の,新居浜市庄内町六丁目,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,庄内町六丁目,ショウナイチョウ 6,SHONAICHO 6,,33.953675,133.298273
255,四国中央署管内,声かけ,令和4年4月19日(火) 午後4時05分ころ,四国中央市内を走行中の列車内,女子高校生が列車で移動中、前方にいた男から「覚えている?」等と声を掛けられ、無視すると、男が所持していたペットボトルで女子高校生のバッグをつつかれ、「ライン教えて。」と言われたもの。,高校生位、小肥、身長165センチ位、黒色短髪、水色半袖Tシャツ、紺色ジャージ(ライン入り)、ペットボトル・リュックサック所持、徒歩,四国中央市内を走行中の列車内,四国中央市内を走行中の列車内,0,green,,,,,,,,,,,,,,
256,今治署管内,つきまとい,令和4年4月18日(月) 午後8時ころ,今治市大西町新町の路上,女子高校生が自転車で移動中、自転車に乗った男から、すれ違い後、Uターンしてつきまとわれたもの。3月30日午前9時ころにも、同男につきまとわれている。,50歳位、中肉、身長165センチ位、黒色頭髪(頭頂部禿げ)、上衣:半袖、下衣:長ズボン、黒色自転車使用、ヘルメット・眼鏡・マスクなし、色黒,今治市大西町新町の,今治市大西町新町,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38202.0,今治市,イマバリシ,IMABARI SHI,大西町新町,オオニシチョウシンマチ,ONISHICHO SHIMMACHI,,34.065189,132.93073
257,松山東署管内,のぞき・盗撮,令和4年4月18日(月) 午後6時35分ころ,松山市土橋町の路上,女子高校生が自転車で移動中、背後から自転車で接近、並走してきた男にスカート内を覗き込まれたもの。,30~40歳位、中肉、黒色短髪、赤色トレーナー、黒色ズボン着用、自転車(黒色、前カゴあり)使用,松山市土橋町の,松山市土橋町,0,pink,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,土橋町,ドバシマチ,DOBASHIMACHI,,33.833055,132.756549
258,四国中央署管内,声かけ,令和4年4月18日(月) 午後2時ころ,四国中央市妻鳥町の店舗内,女子高校生が店舗内にいたところ、近づいてきた男から「小さい女の子の妹おるよね。」「お姉ちゃんも歩きよるのを見たことがある。」などと執拗に声を掛けられたもの。,35歳位、中肉、身長170センチ位、坊主頭、(上衣)黒色長袖無地のTシャツ、(下衣)黒色ジャージ着用、黒色ビニール傘、黒色ナップサック所持、徒歩,四国中央市妻鳥町の,四国中央市妻鳥町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,妻鳥町,メンドリチョウ,MENDORICHO,,33.991779,133.572307
259,四国中央署管内,声かけ,令和4年4月18日(月) 午後2時ころ,四国中央市妻鳥町の店舗内,女子高校生が店舗内にいたところ、近づいてきた男から「小さい女の子の妹おるよね。」「お姉ちゃんも歩きよるのを見たことがある。」などと執拗に声を掛けられたもの。,35歳位、中肉、身長170センチ位、坊主頭、(上衣)黒色長袖無地のTシャツ、(下衣)黒色ジャージ着用、黒色ビニール傘、黒色ナップサック所持、徒歩,四国中央市妻鳥町の,四国中央市妻鳥町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,妻鳥町,メンドリチョウ,MENDORICHO,上樋之上,33.986515,133.573439
260,四国中央署管内,声かけ,令和4年4月18日(月) 午後2時ころ,四国中央市妻鳥町の店舗内,女子高校生が店舗内にいたところ、近づいてきた男から「小さい女の子の妹おるよね。」「お姉ちゃんも歩きよるのを見たことがある。」などと執拗に声を掛けられたもの。,35歳位、中肉、身長170センチ位、坊主頭、(上衣)黒色長袖無地のTシャツ、(下衣)黒色ジャージ着用、黒色ビニール傘、黒色ナップサック所持、徒歩,四国中央市妻鳥町の,四国中央市妻鳥町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,妻鳥町,メンドリチョウ,MENDORICHO,樋ノ上,33.987248,133.571502
